Text,Topic,Emotion
Thề luôn Test thành công hệ thống Ubuntu dual boot quá,Khoa học & Công nghệ,Hào hứng
Nay Xe hư giữa đường lúc đang ngủ nướng quá,Đời sống thường ngày,Buồn rầu
Đang Ping truyện Manhwa nhảy lên 999ms nản luôn hihi,Giải trí & Gaming,Căng thẳng
Đang Chuỗi thua truyện Manhwa tụt rank thảm hại hihi,Giải trí & Gaming,Căng thẳng
Thề luôn Mới được nhận lương đi dạo phố thôi,Đời sống thường ngày,Vui vẻ
Thề luôn Bị điểm thấp bài kiểm tra cấu hình Router chán chả buồn nói chán,Học tập,Buồn rầu
Đang Mai thi môn Quản trị hệ thống mà chưa chữ nào vào đầu hihi,Học tập,Căng thẳng
Nay Ping Return of the Disaster-Class Hero nhảy lên 999ms nản luôn quá,Giải trí & Gaming,Căng thẳng
Cày truyện Manhwa giải trí sau giờ học chán,Giải trí & Gaming,Thư giãn
Tự nhiên Cài đặt lab cho cấu hình Router phức tạp ghê,Học tập,Căng thẳng
Hôm nay Mới làm hỏng mạng ảo Kathara tốn mớ tiền ae ạ,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Làm bài tập viết báo cáo với team mệt mỏi quá ae ạ,Học tập,Căng thẳng
Tự nhiên Cấu hình CentOS khó quá nhức hết cả đầu hihi,Khoa học & Công nghệ,Căng thẳng
Hôm nay Test thành công hệ thống server Linux,Khoa học & Công nghệ,Hào hứng
Thề luôn Cày rank Kim Cương giải trí sau giờ học thật sự,Giải trí & Gaming,Thư giãn
Hôm nay Pha ly cà phê ngồi ăn mì tôm ngắm phố phường :((,Đời sống thường ngày,Thư giãn
Nay Học thực tập mạng khó hiểu quá chắc tạch chán,Học tập,Buồn rầu
Thề luôn Thuyết trình Quản trị hệ thống thành công rực rỡ mn ơi,Học tập,Hào hứng
Mới cài xong CentOS chạy mượt quá ae ạ,Khoa học & Công nghệ,Hào hứng
Nay Đi chơi Return of the Disaster-Class Hero với anh em cười đau bụng,Giải trí & Gaming,Hào hứng
Đang Học bài tập nhóm khó hiểu quá chắc tạch :((,Học tập,Buồn rầu
Ping Valorant nhảy lên 999ms nản luôn thật sự,Giải trí & Gaming,Căng thẳng
Tự nhiên Mới được nhận lương đi uống cà phê thôi chán,Đời sống thường ngày,Vui vẻ
Thề luôn Sáng sớm dậy dạo phố thấy lòng bình yên hihi,Đời sống thường ngày,Thư giãn
Thề luôn Cày Wuthering Waves giải trí sau giờ học,Giải trí & Gaming,Thư giãn
Tự nhiên Mới làm hỏng mạng ảo Kathara tốn mớ tiền,Khoa học & Công nghệ,Buồn rầu
Thề luôn Cày truyện Manhwa giải trí sau giờ học chán,Giải trí & Gaming,Thư giãn
Thề luôn Mới làm hỏng máy ảo VMware tốn mớ tiền quá,Khoa học & Công nghệ,Buồn rầu
Hệ thống code React đang báo lỗi đỏ lòm haha,Khoa học & Công nghệ,Căng thẳng
Nay Gặp lại bạn cũ đi ăn mì tôm cười thả ga chán,Đời sống thường ngày,Vui vẻ
Hôm nay Làm đồ án với code PHP mà code không chạy,Khoa học & Công nghệ,Căng thẳng
Nay Bug code PHP fix cả đêm chưa xong trầm cảm thật sự,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Gặp lại bạn cũ đi nghe nhạc cười thả ga mn ơi,Đời sống thường ngày,Vui vẻ
Tự nhiên Bug mạng ảo Kathara fix cả đêm chưa xong trầm cảm mn ơi,Khoa học & Công nghệ,Căng thẳng
Bug CentOS fix cả đêm chưa xong trầm cảm chán,Khoa học & Công nghệ,Căng thẳng
"Nay Rớt môn viết báo cáo rồi, buồn quá quá",Học tập,Buồn rầu
Nay Mới được nhận lương đi xem phim Donghua thôi haha,Đời sống thường ngày,Vui vẻ
Lỡ tay xóa mất PSU 650W không cứu được hihi,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Bug code React fix cả đêm chưa xong trầm cảm,Khoa học & Công nghệ,Căng thẳng
Nay Đi chơi Return of the Disaster-Class Hero với anh em cười đau bụng chán,Giải trí & Gaming,Hào hứng
Tự nhiên Cuối cùng cũng qua môn viết báo cáo ae ạ,Học tập,Hào hứng
Nay Hệ thống server Linux đang báo lỗi đỏ lòm haha,Khoa học & Công nghệ,Căng thẳng
Hôm nay Hôm nay trời đẹp đi chạy xe quanh Cần Thơ quá xá đã mn ơi,Đời sống thường ngày,Vui vẻ
Hôm nay Mới làm hỏng CentOS tốn mớ tiền mn ơi,Khoa học & Công nghệ,Buồn rầu
Mới được nhận lương đi dạo phố thôi,Đời sống thường ngày,Vui vẻ
Cài đặt lab cho bài tập nhóm phức tạp ghê :((,Học tập,Căng thẳng
Nay Hôm nay trời đẹp đi xem phim Donghua quá xá đã ae ạ,Đời sống thường ngày,Vui vẻ
Thề luôn Mai thi môn bài tập nhóm mà chưa chữ nào vào đầu mn ơi,Học tập,Căng thẳng
Tự nhiên Gặp team tạ trong Return of the Disaster-Class Hero ức chế thật,Giải trí & Gaming,Căng thẳng
Tự nhiên Gặp team tạ trong Wuthering Waves ức chế thật thật sự,Giải trí & Gaming,Căng thẳng
"Cuối tháng hết tiền, phải ngủ nướng cho qua ngày quá",Đời sống thường ngày,Buồn rầu
Thề luôn Test thành công hệ thống server Linux,Khoa học & Công nghệ,Hào hứng
Hôm nay Test thành công hệ thống máy ảo VMware ae ạ,Khoa học & Công nghệ,Hào hứng
Nay Gặp team tạ trong Return of the Disaster-Class Hero ức chế thật mn ơi,Giải trí & Gaming,Căng thẳng
Thề luôn Gánh team còng lưng trong rank Kim Cương ae ạ,Giải trí & Gaming,Hào hứng
Nay Sáng sớm dậy ngủ nướng thấy lòng bình yên quá,Đời sống thường ngày,Thư giãn
Tự nhiên Mới làm hỏng mạng ảo Kathara tốn mớ tiền :((,Khoa học & Công nghệ,Buồn rầu
Hôm nay Làm bài tập bảo vệ đề tài với team mệt mỏi quá haha,Học tập,Căng thẳng
Tự nhiên Mới được nhận lương đi nghe nhạc thôi quá,Đời sống thường ngày,Vui vẻ
Tự nhiên Trời mưa ngập đường không đi xem phim Donghua được chán quá hihi,Đời sống thường ngày,Buồn rầu
"Hôm nay xui xẻo, lỡ làm dạo phố hỏng thật sự",Đời sống thường ngày,Buồn rầu
"Rớt môn viết báo cáo rồi, buồn quá hihi",Học tập,Buồn rầu
Thề luôn Cày Wuthering Waves giải trí sau giờ học hihi,Giải trí & Gaming,Thư giãn
Hôm nay Mở được nhân vật xịn trong chuột FPS bá cháy quá,Giải trí & Gaming,Hào hứng
Thề luôn Cấu hình server Linux khó quá nhức hết cả đầu hihi,Khoa học & Công nghệ,Căng thẳng
Nay Thuyết trình đồ án niên luận thành công rực rỡ quá,Học tập,Hào hứng
Hôm nay trời đẹp đi dạo phố quá xá đã,Đời sống thường ngày,Vui vẻ
Hôm nay Được tặng món quà dạo phố vui quá haha,Đời sống thường ngày,Vui vẻ
Thề luôn Lỡ tay xóa mất Ubuntu dual boot không cứu được,Khoa học & Công nghệ,Buồn rầu
Hệ thống Ubuntu dual boot đang báo lỗi đỏ lòm chán,Khoa học & Công nghệ,Căng thẳng
Deadline môn CT179 dí sấp mặt mn ơi,Học tập,Căng thẳng
Đang Mới được nhận lương đi ăn mì tôm thôi hihi,Đời sống thường ngày,Vui vẻ
Cuối tuần đi uống cà phê hít thở không khí trong lành hihi,Đời sống thường ngày,Thư giãn
Mai thi môn cấu hình Router mà chưa chữ nào vào đầu :((,Học tập,Căng thẳng
Thề luôn Cấu hình server Linux khó quá nhức hết cả đầu ae ạ,Khoa học & Công nghệ,Căng thẳng
Lỡ tay xóa mất database Firebase không cứu được :((,Khoa học & Công nghệ,Buồn rầu
Cài đặt lab cho cấu hình Router phức tạp ghê ae ạ,Học tập,Căng thẳng
"Tự nhiên Cuối tháng hết tiền, phải dạo phố cho qua ngày haha",Đời sống thường ngày,Buồn rầu
Đang Gặp lại bạn cũ đi nghe nhạc cười thả ga :((,Đời sống thường ngày,Vui vẻ
Đang Xe hư giữa đường lúc đang ngủ nướng haha,Đời sống thường ngày,Buồn rầu
Thề luôn Sáng sớm dậy dạo phố thấy lòng bình yên quá,Đời sống thường ngày,Thư giãn
Đang Đi chơi Minecraft với anh em cười đau bụng mn ơi,Giải trí & Gaming,Hào hứng
Thề luôn Cài đặt lab cho viết báo cáo phức tạp ghê chán,Học tập,Căng thẳng
Hôm nay Đi chơi Return of the Disaster-Class Hero với anh em cười đau bụng haha,Giải trí & Gaming,Hào hứng
Tự nhiên Cuối tuần ngồi chơi chuột FPS chill chill quá,Giải trí & Gaming,Thư giãn
Tự nhiên Cuối tuần ngồi chơi rank Kim Cương chill chill haha,Giải trí & Gaming,Thư giãn
Đang Cày rank Kim Cương giải trí sau giờ học thật sự,Giải trí & Gaming,Thư giãn
Đang Bị điểm thấp bài kiểm tra CT179 chán chả buồn nói chán,Học tập,Buồn rầu
Thề luôn Thầy chấm bảo vệ đề tài gắt quá quá,Học tập,Buồn rầu
Hôm nay Thầy chấm cấu hình Router gắt quá quá,Học tập,Buồn rầu
Được tặng món quà nghe nhạc vui quá ae ạ,Đời sống thường ngày,Vui vẻ
Thề luôn Được tặng món quà chạy xe quanh Cần Thơ vui quá,Đời sống thường ngày,Vui vẻ
Thề luôn Máy chủ PSU 650W bị sập chán quá quá,Khoa học & Công nghệ,Buồn rầu
"Hôm nay Hôm nay xui xẻo, lỡ làm ăn mì tôm hỏng",Đời sống thường ngày,Buồn rầu
"Đang Cuối tháng hết tiền, phải ăn quán vỉa hè cho qua ngày :((",Đời sống thường ngày,Buồn rầu
Được tặng món quà xem phim Donghua vui quá chán,Đời sống thường ngày,Vui vẻ
Đang Code xong chức năng code PHP thấy mình bá thật thật sự,Khoa học & Công nghệ,Hào hứng
Cấu hình database Firebase khó quá nhức hết cả đầu chán,Khoa học & Công nghệ,Căng thẳng
Mới làm hỏng CentOS tốn mớ tiền :((,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Gặp lại bạn cũ đi ngủ nướng cười thả ga chán,Đời sống thường ngày,Vui vẻ
Gặp lại bạn cũ đi ăn mì tôm cười thả ga hihi,Đời sống thường ngày,Vui vẻ
Cuối tuần đi uống cà phê hít thở không khí trong lành chán,Đời sống thường ngày,Thư giãn
Tự nhiên Chơi Valorant bị giật lag ping cao bực mình :((,Giải trí & Gaming,Căng thẳng
Nay Mới cài xong PSU 650W chạy mượt quá haha,Khoa học & Công nghệ,Hào hứng
Hôm nay Thuyết trình đồ án niên luận thành công rực rỡ mn ơi,Học tập,Hào hứng
Làm bài tập bài tập nhóm với team mệt mỏi quá chán,Học tập,Căng thẳng
Thề luôn Làm bài tập Quản trị hệ thống với team mệt mỏi quá mn ơi,Học tập,Căng thẳng
Thề luôn Chơi truyện Manhwa bị giật lag ping cao bực mình hihi,Giải trí & Gaming,Căng thẳng
Ping Valorant nhảy lên 999ms nản luôn mn ơi,Giải trí & Gaming,Căng thẳng
Đang Đạt điểm A môn viết báo cáo sung sướng quá :((,Học tập,Hào hứng
Đang Làm đồ án với code PHP mà code không chạy mn ơi,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Trời mưa nằm nhà ngủ nướng là sướng nhất chán,Đời sống thường ngày,Thư giãn
Tự nhiên Gánh team còng lưng trong OBS stream mn ơi,Giải trí & Gaming,Hào hứng
Tự nhiên Làm đồ án với máy ảo VMware mà code không chạy haha,Khoa học & Công nghệ,Căng thẳng
Hôm nay Mở được nhân vật xịn trong Valorant bá cháy ae ạ,Giải trí & Gaming,Hào hứng
Hôm nay Mới cài xong CentOS chạy mượt quá hihi,Khoa học & Công nghệ,Hào hứng
Nay Mới được nhận lương đi chạy xe quanh Cần Thơ thôi chán,Đời sống thường ngày,Vui vẻ
Thề luôn Vừa thắng chuỗi trận truyện Manhwa cảm giác yomost ae ạ,Giải trí & Gaming,Hào hứng
Hôm nay Xe hư giữa đường lúc đang ăn mì tôm mn ơi,Đời sống thường ngày,Buồn rầu
Đang Cày Minecraft giải trí sau giờ học :((,Giải trí & Gaming,Thư giãn
Thề luôn Pha ly cà phê ngồi chạy xe quanh Cần Thơ ngắm phố phường thật sự,Đời sống thường ngày,Thư giãn
Thề luôn Bug server Linux fix cả đêm chưa xong trầm cảm chán,Khoa học & Công nghệ,Căng thẳng
Nay Mới làm hỏng code PHP tốn mớ tiền :((,Khoa học & Công nghệ,Buồn rầu
Cuối tuần ngồi chơi OBS stream chill chill haha,Giải trí & Gaming,Thư giãn
Đang Deadline môn CT179 dí sấp mặt ae ạ,Học tập,Căng thẳng
Hôm nay Mở được nhân vật xịn trong Minecraft bá cháy haha,Giải trí & Gaming,Hào hứng
Bị điểm thấp bài kiểm tra bài tập nhóm chán chả buồn nói mn ơi,Học tập,Buồn rầu
Nay Máy chủ code PHP bị sập chán quá chán,Khoa học & Công nghệ,Buồn rầu
Hôm nay Hôm nay trời đẹp đi ăn quán vỉa hè quá xá đã chán,Đời sống thường ngày,Vui vẻ
Đang Vừa fix xong bug PSU 650W mừng rớt nước mắt mn ơi,Khoa học & Công nghệ,Hào hứng
Tự nhiên Cuối tuần ngồi chơi OBS stream chill chill mn ơi,Giải trí & Gaming,Thư giãn
"Nay Hôm nay xui xẻo, lỡ làm dạo phố hỏng hihi",Đời sống thường ngày,Buồn rầu
Thề luôn Sáng sớm dậy nghe nhạc thấy lòng bình yên :((,Đời sống thường ngày,Thư giãn
Nay Sáng sớm dậy xem phim Donghua thấy lòng bình yên ae ạ,Đời sống thường ngày,Thư giãn
Nay Cuối tuần ngồi chơi Wuthering Waves chill chill ae ạ,Giải trí & Gaming,Thư giãn
"Đang Rớt môn bài tập nhóm rồi, buồn quá chán",Học tập,Buồn rầu
"Rớt môn bảo vệ đề tài rồi, buồn quá ae ạ",Học tập,Buồn rầu
Đang Cuối cùng cũng qua môn CT179 mn ơi,Học tập,Hào hứng
Nay Cuối cùng cũng qua môn bài tập nhóm chán,Học tập,Hào hứng
Tự nhiên Deadline môn bảo vệ đề tài dí sấp mặt chán,Học tập,Căng thẳng
Đang Vừa thắng chuỗi trận truyện Manhwa cảm giác yomost quá,Giải trí & Gaming,Hào hứng
Làm bài tập cấu hình Router với team mệt mỏi quá quá,Học tập,Căng thẳng
Tự nhiên Mới cài xong code React chạy mượt quá,Khoa học & Công nghệ,Hào hứng
"Tự nhiên Hôm nay xui xẻo, lỡ làm nghe nhạc hỏng :((",Đời sống thường ngày,Buồn rầu
Đang Trời mưa nằm nhà nghe nhạc là sướng nhất haha,Đời sống thường ngày,Thư giãn
Nay Giải được bài CT179 khó nhất lớp thật sự,Học tập,Hào hứng
Hôm nay Xe hư giữa đường lúc đang ăn quán vỉa hè quá,Đời sống thường ngày,Buồn rầu
Tự nhiên Đọc liền tù tì bộ chuột FPS cuốn quá haha,Giải trí & Gaming,Thư giãn
Đang Thuyết trình cấu hình Router thành công rực rỡ haha,Học tập,Hào hứng
Thề luôn Chuỗi thua Valorant tụt rank thảm hại ae ạ,Giải trí & Gaming,Căng thẳng
Nay Trời mưa ngập đường không đi nghe nhạc được chán quá hihi,Đời sống thường ngày,Buồn rầu
Mới làm hỏng server Linux tốn mớ tiền chán,Khoa học & Công nghệ,Buồn rầu
Lỡ tay xóa mất server Linux không cứu được ae ạ,Khoa học & Công nghệ,Buồn rầu
Thề luôn Ping Minecraft nhảy lên 999ms nản luôn ae ạ,Giải trí & Gaming,Căng thẳng
Tự nhiên Mở được nhân vật xịn trong chuột FPS bá cháy thật sự,Giải trí & Gaming,Hào hứng
Đang Bị điểm thấp bài kiểm tra bài tập nhóm chán chả buồn nói hihi,Học tập,Buồn rầu
Tự nhiên Mai thi môn cấu hình Router mà chưa chữ nào vào đầu chán,Học tập,Căng thẳng
Hôm nay Làm đồ án với database Firebase mà code không chạy ae ạ,Khoa học & Công nghệ,Căng thẳng
Làm bài tập thực tập mạng với team mệt mỏi quá :((,Học tập,Căng thẳng
Gặp lại bạn cũ đi ngủ nướng cười thả ga,Đời sống thường ngày,Vui vẻ
Nay Cấu hình database Firebase khó quá nhức hết cả đầu thật sự,Khoa học & Công nghệ,Căng thẳng
"Hôm nay Hôm nay xui xẻo, lỡ làm nghe nhạc hỏng mn ơi",Đời sống thường ngày,Buồn rầu
Hôm nay Xe hư giữa đường lúc đang ăn quán vỉa hè ae ạ,Đời sống thường ngày,Buồn rầu
Hôm nay Trời mưa nằm nhà xem phim Donghua là sướng nhất hihi,Đời sống thường ngày,Thư giãn
Tự nhiên Hệ thống CentOS đang báo lỗi đỏ lòm ae ạ,Khoa học & Công nghệ,Căng thẳng
Hôm nay Cuối cùng cũng qua môn CT179 quá,Học tập,Hào hứng
Cuối tuần đi xem phim Donghua hít thở không khí trong lành hihi,Đời sống thường ngày,Thư giãn
Thuyết trình bảo vệ đề tài thành công rực rỡ ae ạ,Học tập,Hào hứng
"Hôm nay Hôm nay xui xẻo, lỡ làm xem phim Donghua hỏng hihi",Đời sống thường ngày,Buồn rầu
"Hôm nay Cuối tháng hết tiền, phải nghe nhạc cho qua ngày thật sự",Đời sống thường ngày,Buồn rầu
Hôm nay trời đẹp đi chạy xe quanh Cần Thơ quá xá đã ae ạ,Đời sống thường ngày,Vui vẻ
Nay Thuyết trình đồ án niên luận thành công rực rỡ :((,Học tập,Hào hứng
Vừa fix xong bug máy ảo VMware mừng rớt nước mắt haha,Khoa học & Công nghệ,Hào hứng
Nay Mở được nhân vật xịn trong Return of the Disaster-Class Hero bá cháy,Giải trí & Gaming,Hào hứng
Thề luôn Mới cài xong database Firebase chạy mượt quá :((,Khoa học & Công nghệ,Hào hứng
Chơi chuột FPS bị giật lag ping cao bực mình :((,Giải trí & Gaming,Căng thẳng
Hôm nay Mới được nhận lương đi chạy xe quanh Cần Thơ thôi hihi,Đời sống thường ngày,Vui vẻ
Đạt điểm A môn Quản trị hệ thống sung sướng quá :((,Học tập,Hào hứng
Tự nhiên Vừa thắng chuỗi trận Minecraft cảm giác yomost :((,Giải trí & Gaming,Hào hứng
Hôm nay Sáng sớm dậy nghe nhạc thấy lòng bình yên quá,Đời sống thường ngày,Thư giãn
Thề luôn Vừa thắng chuỗi trận OBS stream cảm giác yomost hihi,Giải trí & Gaming,Hào hứng
Thề luôn Được tặng món quà chạy xe quanh Cần Thơ vui quá quá,Đời sống thường ngày,Vui vẻ
Tự nhiên Hệ thống code React đang báo lỗi đỏ lòm thật sự,Khoa học & Công nghệ,Căng thẳng
Thề luôn Chuỗi thua chuột FPS tụt rank thảm hại mn ơi,Giải trí & Gaming,Căng thẳng
"Cuối tháng hết tiền, phải dạo phố cho qua ngày haha",Đời sống thường ngày,Buồn rầu
Ping OBS stream nhảy lên 999ms nản luôn hihi,Giải trí & Gaming,Căng thẳng
Cày Return of the Disaster-Class Hero giải trí sau giờ học mn ơi,Giải trí & Gaming,Thư giãn
Đang Gặp lại bạn cũ đi xem phim Donghua cười thả ga ae ạ,Đời sống thường ngày,Vui vẻ
Thề luôn Giải được bài bài tập nhóm khó nhất lớp,Học tập,Hào hứng
"Hôm nay Hôm nay xui xẻo, lỡ làm nghe nhạc hỏng mn ơi",Đời sống thường ngày,Buồn rầu
Đang Được tặng món quà ngủ nướng vui quá,Đời sống thường ngày,Vui vẻ
Mới được nhận lương đi chạy xe quanh Cần Thơ thôi :((,Đời sống thường ngày,Vui vẻ
Tự nhiên Gánh team còng lưng trong Wuthering Waves quá,Giải trí & Gaming,Hào hứng
Đang Vừa thắng chuỗi trận Wuthering Waves cảm giác yomost :((,Giải trí & Gaming,Hào hứng
Làm bài tập cấu hình Router với team mệt mỏi quá mn ơi,Học tập,Căng thẳng
Đang Vừa thắng chuỗi trận truyện Manhwa cảm giác yomost :((,Giải trí & Gaming,Hào hứng
Đang Xe hư giữa đường lúc đang ăn quán vỉa hè :((,Đời sống thường ngày,Buồn rầu
Hôm nay Đọc liền tù tì bộ chuột FPS cuốn quá hihi,Giải trí & Gaming,Thư giãn
Nay Mới được nhận lương đi ăn mì tôm thôi hihi,Đời sống thường ngày,Vui vẻ
Nay Làm đồ án với máy ảo VMware mà code không chạy mn ơi,Khoa học & Công nghệ,Căng thẳng
Đang Lỡ tay xóa mất code React không cứu được quá,Khoa học & Công nghệ,Buồn rầu
Đạt điểm A môn thực tập mạng sung sướng quá hihi,Học tập,Hào hứng
Thề luôn Đọc liền tù tì bộ Return of the Disaster-Class Hero cuốn quá quá,Giải trí & Gaming,Thư giãn
Tự nhiên Mới được nhận lương đi uống cà phê thôi thật sự,Đời sống thường ngày,Vui vẻ
Thề luôn Bị điểm thấp bài kiểm tra CT179 chán chả buồn nói ae ạ,Học tập,Buồn rầu
Đang Cuối tuần ngồi chơi chuột FPS chill chill ae ạ,Giải trí & Gaming,Thư giãn
Đang Lỡ tay xóa mất code React không cứu được thật sự,Khoa học & Công nghệ,Buồn rầu
Ping Minecraft nhảy lên 999ms nản luôn ae ạ,Giải trí & Gaming,Căng thẳng
Test thành công hệ thống PSU 650W ae ạ,Khoa học & Công nghệ,Hào hứng
Nay Cuối tuần ngồi chơi chuột FPS chill chill,Giải trí & Gaming,Thư giãn
Hôm nay Làm ván chuột FPS cho nhẹ đầu chán,Giải trí & Gaming,Thư giãn
Thề luôn Làm đồ án với PSU 650W mà code không chạy :((,Khoa học & Công nghệ,Căng thẳng
Đang Code xong chức năng máy ảo VMware thấy mình bá thật :((,Khoa học & Công nghệ,Hào hứng
Thề luôn Cuối tuần ngồi chơi Return of the Disaster-Class Hero chill chill quá,Giải trí & Gaming,Thư giãn
Đang Bug PSU 650W fix cả đêm chưa xong trầm cảm chán,Khoa học & Công nghệ,Căng thẳng
Mới làm hỏng PSU 650W tốn mớ tiền,Khoa học & Công nghệ,Buồn rầu
Gánh team còng lưng trong Return of the Disaster-Class Hero ae ạ,Giải trí & Gaming,Hào hứng
Đang Đạt điểm A môn Quản trị hệ thống sung sướng quá thật sự,Học tập,Hào hứng
Đang Học bảo vệ đề tài khó hiểu quá chắc tạch haha,Học tập,Buồn rầu
Đang Xe hư giữa đường lúc đang ăn quán vỉa hè hihi,Đời sống thường ngày,Buồn rầu
Đang Được tặng món quà dạo phố vui quá thật sự,Đời sống thường ngày,Vui vẻ
Nay Cày Wuthering Waves giải trí sau giờ học quá,Giải trí & Gaming,Thư giãn
Thề luôn Bug Ubuntu dual boot fix cả đêm chưa xong trầm cảm quá,Khoa học & Công nghệ,Căng thẳng
Thề luôn Làm ván truyện Manhwa cho nhẹ đầu thật sự,Giải trí & Gaming,Thư giãn
Nay Chuỗi thua chuột FPS tụt rank thảm hại thật sự,Giải trí & Gaming,Căng thẳng
Hôm nay Bị điểm thấp bài kiểm tra bảo vệ đề tài chán chả buồn nói hihi,Học tập,Buồn rầu
Hôm nay Sáng sớm dậy uống cà phê thấy lòng bình yên thật sự,Đời sống thường ngày,Thư giãn
Tự nhiên Thuyết trình CT179 thành công rực rỡ,Học tập,Hào hứng
Tự nhiên Vừa thắng chuỗi trận Valorant cảm giác yomost ae ạ,Giải trí & Gaming,Hào hứng
Tự nhiên Lỡ tay xóa mất code PHP không cứu được quá,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Chuỗi thua Return of the Disaster-Class Hero tụt rank thảm hại haha,Giải trí & Gaming,Căng thẳng
"Hôm nay Hôm nay xui xẻo, lỡ làm chạy xe quanh Cần Thơ hỏng mn ơi",Đời sống thường ngày,Buồn rầu
Vừa fix xong bug mạng ảo Kathara mừng rớt nước mắt,Khoa học & Công nghệ,Hào hứng
Đang Cuối tuần đi dạo phố hít thở không khí trong lành thật sự,Đời sống thường ngày,Thư giãn
Mới được nhận lương đi chạy xe quanh Cần Thơ thôi mn ơi,Đời sống thường ngày,Vui vẻ
Đang Vừa fix xong bug server Linux mừng rớt nước mắt ae ạ,Khoa học & Công nghệ,Hào hứng
Tự nhiên Vừa fix xong bug PSU 650W mừng rớt nước mắt mn ơi,Khoa học & Công nghệ,Hào hứng
Hôm nay Mở được nhân vật xịn trong Wuthering Waves bá cháy thật sự,Giải trí & Gaming,Hào hứng
Thề luôn Làm bài tập CT179 với team mệt mỏi quá chán,Học tập,Căng thẳng
Tự nhiên Thầy chấm cấu hình Router gắt quá,Học tập,Buồn rầu
Làm đồ án với code PHP mà code không chạy ae ạ,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Cuối tuần ngồi chơi Minecraft chill chill chán,Giải trí & Gaming,Thư giãn
Nay Test thành công hệ thống Ubuntu dual boot hihi,Khoa học & Công nghệ,Hào hứng
Đang Pha ly cà phê ngồi dạo phố ngắm phố phường haha,Đời sống thường ngày,Thư giãn
Đang Thuyết trình bài tập nhóm thành công rực rỡ,Học tập,Hào hứng
Hôm nay Vừa thắng chuỗi trận Valorant cảm giác yomost quá,Giải trí & Gaming,Hào hứng
Nay Cài đặt lab cho bài tập nhóm phức tạp ghê,Học tập,Căng thẳng
Nay Xe hư giữa đường lúc đang dạo phố,Đời sống thường ngày,Buồn rầu
Nay Cấu hình server Linux khó quá nhức hết cả đầu :((,Khoa học & Công nghệ,Căng thẳng
Đang Deadline môn bài tập nhóm dí sấp mặt,Học tập,Căng thẳng
Nay Cuối cùng cũng qua môn thực tập mạng ae ạ,Học tập,Hào hứng
Nay Code xong chức năng code PHP thấy mình bá thật thật sự,Khoa học & Công nghệ,Hào hứng
Đang Cày truyện Manhwa giải trí sau giờ học hihi,Giải trí & Gaming,Thư giãn
Hôm nay Làm bài tập đồ án niên luận với team mệt mỏi quá mn ơi,Học tập,Căng thẳng
Bug CentOS fix cả đêm chưa xong trầm cảm haha,Khoa học & Công nghệ,Căng thẳng
"Đang Rớt môn bài tập nhóm rồi, buồn quá mn ơi",Học tập,Buồn rầu
"Thề luôn Cuối tháng hết tiền, phải ngủ nướng cho qua ngày ae ạ",Đời sống thường ngày,Buồn rầu
Chơi Minecraft bị giật lag ping cao bực mình mn ơi,Giải trí & Gaming,Căng thẳng
Nay Chơi Minecraft bị giật lag ping cao bực mình chán,Giải trí & Gaming,Căng thẳng
Hôm nay Bị điểm thấp bài kiểm tra đồ án niên luận chán chả buồn nói quá,Học tập,Buồn rầu
Hôm nay Làm bài tập cấu hình Router với team mệt mỏi quá hihi,Học tập,Căng thẳng
Hôm nay Làm ván chuột FPS cho nhẹ đầu thật sự,Giải trí & Gaming,Thư giãn
Nay Cuối cùng cũng qua môn viết báo cáo hihi,Học tập,Hào hứng
Hôm nay Hệ thống code React đang báo lỗi đỏ lòm mn ơi,Khoa học & Công nghệ,Căng thẳng
Nay Máy chủ server Linux bị sập chán quá :((,Khoa học & Công nghệ,Buồn rầu
Nay Cài đặt lab cho đồ án niên luận phức tạp ghê mn ơi,Học tập,Căng thẳng
Nay Lỡ tay xóa mất mạng ảo Kathara không cứu được,Khoa học & Công nghệ,Buồn rầu
Tự nhiên Bị điểm thấp bài kiểm tra bài tập nhóm chán chả buồn nói mn ơi,Học tập,Buồn rầu
Nay Xe hư giữa đường lúc đang ngủ nướng chán,Đời sống thường ngày,Buồn rầu
Hôm nay Sáng sớm dậy ngủ nướng thấy lòng bình yên :((,Đời sống thường ngày,Thư giãn
Tự nhiên Chuỗi thua Return of the Disaster-Class Hero tụt rank thảm hại hihi,Giải trí & Gaming,Căng thẳng
Tự nhiên Gặp team tạ trong rank Kim Cương ức chế thật quá,Giải trí & Gaming,Căng thẳng
Chuỗi thua Valorant tụt rank thảm hại hihi,Giải trí & Gaming,Căng thẳng
Mới được nhận lương đi ăn quán vỉa hè thôi thật sự,Đời sống thường ngày,Vui vẻ
Đang Làm đồ án với code PHP mà code không chạy haha,Khoa học & Công nghệ,Căng thẳng
Đang Chuỗi thua rank Kim Cương tụt rank thảm hại haha,Giải trí & Gaming,Căng thẳng
Tự nhiên Cuối cùng cũng qua môn bảo vệ đề tài quá,Học tập,Hào hứng
