Text,Topic,Emotion
Thề luôn Đang combat chuột FPS thì rớt mạng :((,Giải trí & Gaming,Căng thẳng
"Buồn cười quá Roll mãi không ra waifu trong chuột FPS, trầm cảm hihi",Giải trí & Gaming,Buồn rầu
Nay Đợi nấu ăn mỏi hết cả chân thật sự,Đời sống thường ngày,Căng thẳng
Hôm nay Học Toán rời rạc khó hiểu quá chắc tạch chán,Học tập,Buồn rầu
Buồn cười quá Chơi Return of the Disaster-Class Hero bị giật lag ping cao bực mình vãi,Giải trí & Gaming,Căng thẳng
Nay Trời mưa ngập đường không đi đi siêu thị được chán quá hihi,Đời sống thường ngày,Buồn rầu
Tự nhiên Đang code ngon thì database Firebase dở chứng ae ạ,Khoa học & Công nghệ,Buồn rầu
Sáng ra Kẹt xe cứng ngắc lúc đang đi ăn mì tôm,Đời sống thường ngày,Căng thẳng
"Tự nhiên Nhà cúp điện đen thui, không thể nghe nhạc được, chán thật",Đời sống thường ngày,Buồn rầu
Đang Đi làm về mệt mà còn phải nghe nhạc :v,Đời sống thường ngày,Căng thẳng
Sáng ra Lỡ tay xóa mất server Linux không cứu được thật sự,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Xung đột driver CentOS sửa mãi không được :v,Khoa học & Công nghệ,Căng thẳng
Nay Trượt mất phần thưởng board game cay quá :((,Giải trí & Gaming,Buồn rầu
Hôm nay Mới được nhận lương đi nấu ăn thôi vãi,Đời sống thường ngày,Vui vẻ
"Sáng ra Màn hình xanh vì máy ảo VMware, hoang mang tột độ ae ạ",Khoa học & Công nghệ,Căng thẳng
Sáng ra Xe hư giữa đường lúc đang ăn mì tôm haha,Đời sống thường ngày,Buồn rầu
Tự nhiên Cuối tuần ngồi chơi phim hoạt hình chill chill mn ơi,Giải trí & Gaming,Thư giãn
"Hôm nay Cấu hình thành công code React, tối nay ngủ ngon rồi vãi",Khoa học & Công nghệ,Hào hứng
Buồn cười quá Pha ly cà phê ngồi dạo phố ngắm phố phường vãi,Đời sống thường ngày,Thư giãn
Thề luôn Bị khóa acc Minecraft oan ức quá vãi,Giải trí & Gaming,Buồn rầu
Buồn cười quá Hôm nay trời đẹp đi ngủ nướng quá xá đã :v,Đời sống thường ngày,Vui vẻ
Buồn cười quá Bị khóa acc rank Kim Cương oan ức quá,Giải trí & Gaming,Buồn rầu
Buồn cười quá Đạt điểm A môn bài tập nhóm sung sướng quá :v,Học tập,Hào hứng
Sáng ra Phá đảo OBS stream trong một đêm hihi,Giải trí & Gaming,Hào hứng
Tự nhiên Đang combat chuột FPS thì rớt mạng ae ạ,Giải trí & Gaming,Căng thẳng
"Buồn cười quá Màn hình xanh vì CentOS, hoang mang tột độ :((",Khoa học & Công nghệ,Căng thẳng
Hôm nay Ăn trúng quán chạy xe quanh Cần Thơ ngon bá cháy vãi,Đời sống thường ngày,Vui vẻ
Đang Mới được nhận lương đi tập gym thôi :v,Đời sống thường ngày,Vui vẻ
Tự nhiên Lỡ tay xóa mất code PHP không cứu được hihi,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Bị điểm thấp bài kiểm tra bài tập nhóm chán chả buồn nói vãi,Học tập,Buồn rầu
Nay Thầy chấm thi cuối kỳ gắt quá,Học tập,Buồn rầu
Thề luôn Thầy khen bài tập CT179 làm xuất sắc chán,Học tập,Hào hứng
Hôm nay Phá đảo Return of the Disaster-Class Hero trong một đêm :((,Giải trí & Gaming,Hào hứng
Đi làm về mệt mà còn phải ăn quán vỉa hè thật sự,Đời sống thường ngày,Căng thẳng
Hôm nay Gặp chuyện bực mình lúc ăn mì tôm :((,Đời sống thường ngày,Căng thẳng
Đang Ping Minecraft nhảy lên 999ms nản luôn,Giải trí & Gaming,Căng thẳng
Đang Deadline môn Quản trị hệ thống dí sấp mặt :((,Học tập,Căng thẳng
Hôm nay trời đẹp đi dạo phố quá xá đã thật sự,Đời sống thường ngày,Vui vẻ
Nay Thầy chấm viết báo cáo gắt quá,Học tập,Buồn rầu
"Thề luôn Chưa làm xong báo cáo đồ án niên luận, toang rồi :((",Học tập,Căng thẳng
Nay Đọc liền tù tì bộ Wuthering Waves cuốn quá quá,Giải trí & Gaming,Thư giãn
"Hôm nay Game Valorant dạo này chán quá, hết hứng chơi",Giải trí & Gaming,Buồn rầu
Hôm nay Xe hư giữa đường lúc đang tập gym :v,Đời sống thường ngày,Buồn rầu
Đi chơi Minecraft với anh em cười đau bụng thật sự,Giải trí & Gaming,Hào hứng
Sáng ra Bị điểm thấp bài kiểm tra viết báo cáo chán chả buồn nói haha,Học tập,Buồn rầu
Đang Test thành công hệ thống mã nguồn Python hihi,Khoa học & Công nghệ,Hào hứng
Đang Đạt điểm A môn viết báo cáo sung sướng quá quá,Học tập,Hào hứng
"Tự nhiên Nhà cúp điện đen thui, không thể dọn dẹp nhà cửa được, chán thật",Đời sống thường ngày,Buồn rầu
"Tự nhiên Cuối tháng hết tiền, phải dạo phố cho qua ngày mn ơi",Đời sống thường ngày,Buồn rầu
Nay Đọc liền tù tì bộ truyện Manhwa cuốn quá :v,Giải trí & Gaming,Thư giãn
Thề luôn Nghe nhạc lofi và chơi Minecraft thật bình yên mn ơi,Giải trí & Gaming,Thư giãn
Cuối tuần đi nghe nhạc hít thở không khí trong lành,Đời sống thường ngày,Thư giãn
Nay Trời mưa ngập đường không đi tập gym được chán quá,Đời sống thường ngày,Buồn rầu
"Thề luôn Hôm nay xui xẻo, lỡ làm đi siêu thị hỏng ae ạ",Đời sống thường ngày,Buồn rầu
Đang Đang combat truyện Manhwa thì rớt mạng vãi,Giải trí & Gaming,Căng thẳng
Đang Đang code ngon thì database Firebase dở chứng quá,Khoa học & Công nghệ,Buồn rầu
Sáng ra Máy chủ code React bị sập chán quá mn ơi,Khoa học & Công nghệ,Buồn rầu
"Buồn cười quá Làm sai bét câu cuối môn viết báo cáo, tiếc đứt ruột ae ạ",Học tập,Buồn rầu
Thề luôn Hôm nay trời đẹp đi ăn quán vỉa hè quá xá đã chán,Đời sống thường ngày,Vui vẻ
Thề luôn Mai thi môn viết báo cáo mà chưa chữ nào vào đầu mn ơi,Học tập,Căng thẳng
Sáng ra Phá đảo OBS stream trong một đêm,Giải trí & Gaming,Hào hứng
Sáng ra Dựng xong card màn hình nhìn ngầu bá cháy ae ạ,Khoa học & Công nghệ,Hào hứng
Tự nhiên Bị điểm thấp bài kiểm tra Quản trị hệ thống chán chả buồn nói haha,Học tập,Buồn rầu
Thề luôn Cuối cùng cũng qua môn đồ án niên luận :v,Học tập,Hào hứng
Sáng ra Mở được nhân vật xịn trong OBS stream bá cháy hihi,Giải trí & Gaming,Hào hứng
Đang Gặp chuyện bực mình lúc nấu ăn hihi,Đời sống thường ngày,Căng thẳng
Thề luôn Cày Valorant giải trí sau giờ học :((,Giải trí & Gaming,Thư giãn
Tự nhiên Thầy khen bài tập Quản trị hệ thống làm xuất sắc thật sự,Học tập,Hào hứng
Hôm nay Code xong chức năng PSU 650W thấy mình bá thật,Khoa học & Công nghệ,Hào hứng
Tự nhiên Deadline môn đồ án niên luận dí sấp mặt quá,Học tập,Căng thẳng
Tự nhiên Cuối cùng cũng qua môn Toán rời rạc :((,Học tập,Hào hứng
"Buồn cười quá Rớt môn Lập trình web rồi, buồn quá thật sự",Học tập,Buồn rầu
Hôm nay Cày phim hoạt hình giải trí sau giờ học :((,Giải trí & Gaming,Thư giãn
Đang Cuối cùng cũng qua môn Quản trị hệ thống haha,Học tập,Hào hứng
Làm bài tập thi cuối kỳ với team mệt mỏi quá ae ạ,Học tập,Căng thẳng
Thề luôn Cày Minecraft giải trí sau giờ học hihi,Giải trí & Gaming,Thư giãn
Buồn cười quá Đạt điểm A môn đồ án niên luận sung sướng quá :((,Học tập,Hào hứng
Buồn cười quá Gặp team tạ trong Wuthering Waves ức chế thật chán,Giải trí & Gaming,Căng thẳng
Sáng ra Máy chủ mạng ảo Kathara bị sập chán quá,Khoa học & Công nghệ,Buồn rầu
Đang Ping Discord nhảy lên 999ms nản luôn mn ơi,Giải trí & Gaming,Căng thẳng
Đang Đi làm về mệt mà còn phải chạy xe quanh Cần Thơ hihi,Đời sống thường ngày,Căng thẳng
Tự nhiên Gặp chuyện bực mình lúc đi siêu thị thật sự,Đời sống thường ngày,Căng thẳng
Hôm nay Cấu hình router mạng khó quá nhức hết cả đầu,Khoa học & Công nghệ,Căng thẳng
Nay Gánh team còng lưng trong Discord,Giải trí & Gaming,Hào hứng
Đang Mới làm hỏng mạng ảo Kathara tốn mớ tiền :((,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Xung đột driver mạng ảo Kathara sửa mãi không được hihi,Khoa học & Công nghệ,Căng thẳng
Sáng ra Pha ly cà phê ngồi uống cà phê ngắm phố phường :v,Đời sống thường ngày,Thư giãn
Buồn cười quá Pha ly cà phê ngồi ngủ nướng ngắm phố phường ae ạ,Đời sống thường ngày,Thư giãn
"Thề luôn Làm sai bét câu cuối môn bài tập nhóm, tiếc đứt ruột haha",Học tập,Buồn rầu
Tự nhiên Thầy khen bài tập bài tập nhóm làm xuất sắc hihi,Học tập,Hào hứng
Thề luôn Gặp team tạ trong chuột FPS ức chế thật :v,Giải trí & Gaming,Căng thẳng
Đang Pha ly cà phê ngồi ngủ nướng ngắm phố phường ae ạ,Đời sống thường ngày,Thư giãn
Trời mưa ngập đường không đi nấu ăn được chán quá thật sự,Đời sống thường ngày,Buồn rầu
"Tự nhiên Cấu hình thành công database Firebase, tối nay ngủ ngon rồi quá",Khoa học & Công nghệ,Hào hứng
Nay Giải được bài Toán rời rạc khó nhất lớp mn ơi,Học tập,Hào hứng
Hôm nay Mới cài xong database Firebase chạy bao mượt thật sự,Khoa học & Công nghệ,Hào hứng
Đang Làm bài tập CT179 với team mệt mỏi quá hihi,Học tập,Căng thẳng
Trời mưa ngập đường không đi nấu ăn được chán quá vãi,Đời sống thường ngày,Buồn rầu
Buồn cười quá Được tặng món quà xem phim Donghua vui quá :v,Đời sống thường ngày,Vui vẻ
"Sáng ra Tài khoản server Linux bị khóa, khóc ròng chán",Khoa học & Công nghệ,Buồn rầu
Hôm nay Làm đồ án với PSU 650W mà code không chạy thật sự,Khoa học & Công nghệ,Căng thẳng
Sáng ra Cày board game giải trí sau giờ học ae ạ,Giải trí & Gaming,Thư giãn
"Chưa làm xong báo cáo Lập trình web, toang rồi :v",Học tập,Căng thẳng
Buồn cười quá Nay mới tậu database Firebase dùng sướng vãi,Khoa học & Công nghệ,Hào hứng
Tự nhiên Làm đồ án với database Firebase mà code không chạy :v,Khoa học & Công nghệ,Căng thẳng
Thề luôn Mới cài xong PSU 650W chạy bao mượt mn ơi,Khoa học & Công nghệ,Hào hứng
"Nay Hôm nay xui xẻo, lỡ làm uống cà phê hỏng haha",Đời sống thường ngày,Buồn rầu
"Tự nhiên Rớt môn thực tập mạng rồi, buồn quá mn ơi",Học tập,Buồn rầu
"Đang Nhà cúp điện đen thui, không thể uống cà phê được, chán thật hihi",Đời sống thường ngày,Buồn rầu
Cấu hình máy ảo VMware khó quá nhức hết cả đầu vãi,Khoa học & Công nghệ,Căng thẳng
Hôm nay Trốn việc đi ngủ nướng xả stress haha,Đời sống thường ngày,Thư giãn
Nay Thức trắng đêm ôn Quản trị hệ thống thật sự,Học tập,Căng thẳng
Buồn cười quá Code xong chức năng chip Ryzen thấy mình bá thật quá,Khoa học & Công nghệ,Hào hứng
Tự nhiên Học Lập trình web khó hiểu quá chắc tạch vãi,Học tập,Buồn rầu
Nay Mới làm hỏng card màn hình tốn mớ tiền mn ơi,Khoa học & Công nghệ,Buồn rầu
"Tự nhiên Cấu hình thành công chip Ryzen, tối nay ngủ ngon rồi mn ơi",Khoa học & Công nghệ,Hào hứng
Đang Nay mới tậu card màn hình dùng sướng vãi :v,Khoa học & Công nghệ,Hào hứng
Buồn cười quá Bị khóa acc OBS stream oan ức quá haha,Giải trí & Gaming,Buồn rầu
Hôm nay Cày chuột FPS giải trí sau giờ học haha,Giải trí & Gaming,Thư giãn
Cuối cùng cũng qua môn Quản trị hệ thống,Học tập,Hào hứng
Đang Mai thi môn thi cuối kỳ mà chưa chữ nào vào đầu hihi,Học tập,Căng thẳng
Tự nhiên Ăn trúng quán ngủ nướng ngon bá cháy quá,Đời sống thường ngày,Vui vẻ
"Buồn cười quá Game Return of the Disaster-Class Hero dạo này chán quá, hết hứng chơi haha",Giải trí & Gaming,Buồn rầu
Đang Gánh team còng lưng trong board game haha,Giải trí & Gaming,Hào hứng
Thề luôn Vừa thắng chuỗi trận truyện Manhwa cảm giác yomost mn ơi,Giải trí & Gaming,Hào hứng
"Thề luôn Chưa làm xong báo cáo CT179, toang rồi quá",Học tập,Căng thẳng
Bị khóa acc truyện Manhwa oan ức quá :v,Giải trí & Gaming,Buồn rầu
"Thề luôn Làm sai bét câu cuối môn Cấu trúc dữ liệu, tiếc đứt ruột haha",Học tập,Buồn rầu
Thề luôn Mới làm hỏng router mạng tốn mớ tiền thật sự,Khoa học & Công nghệ,Buồn rầu
"Sáng ra Tài khoản card màn hình bị khóa, khóc ròng :v",Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Dựng xong chip Ryzen nhìn ngầu bá cháy :v,Khoa học & Công nghệ,Hào hứng
"Sáng ra Hôm nay xui xẻo, lỡ làm tập gym hỏng haha",Đời sống thường ngày,Buồn rầu
Đang Mai thi môn bài tập nhóm mà chưa chữ nào vào đầu ae ạ,Học tập,Căng thẳng
Sáng ra Đang code ngon thì mạng ảo Kathara dở chứng chán,Khoa học & Công nghệ,Buồn rầu
Buồn cười quá Bị đồng đội toxic trong Discord bực cả mình :v,Giải trí & Gaming,Căng thẳng
"Đang Nhà cúp điện đen thui, không thể uống cà phê được, chán thật :v",Đời sống thường ngày,Buồn rầu
Nay Nay mới tậu code PHP dùng sướng vãi ae ạ,Khoa học & Công nghệ,Hào hứng
Vừa thắng chuỗi trận Discord cảm giác yomost :((,Giải trí & Gaming,Hào hứng
Thề luôn Ping phim hoạt hình nhảy lên 999ms nản luôn chán,Giải trí & Gaming,Căng thẳng
Đang Thuyết trình cấu hình Router thành công rực rỡ,Học tập,Hào hứng
Nay Cấu hình máy ảo VMware khó quá nhức hết cả đầu haha,Khoa học & Công nghệ,Căng thẳng
Nay Làm ván chuột FPS cho nhẹ đầu,Giải trí & Gaming,Thư giãn
Đạt điểm A môn Toán rời rạc sung sướng quá ae ạ,Học tập,Hào hứng
Hôm nay Mở được nhân vật xịn trong OBS stream bá cháy mn ơi,Giải trí & Gaming,Hào hứng
Thề luôn Test thành công hệ thống API :((,Khoa học & Công nghệ,Hào hứng
Sáng ra Hệ thống server Linux đang báo lỗi đỏ lòm haha,Khoa học & Công nghệ,Căng thẳng
Đang Trời mưa nằm nhà chạy xe quanh Cần Thơ là sướng nhất chán,Đời sống thường ngày,Thư giãn
Hôm nay Hôm nay trời đẹp đi tập gym quá xá đã quá,Đời sống thường ngày,Vui vẻ
Thề luôn Hệ thống PSU 650W đang báo lỗi đỏ lòm ae ạ,Khoa học & Công nghệ,Căng thẳng
Hôm nay Vừa thắng chuỗi trận Minecraft cảm giác yomost hihi,Giải trí & Gaming,Hào hứng
Thề luôn Cài đặt lab cho thi cuối kỳ phức tạp ghê ae ạ,Học tập,Căng thẳng
Thề luôn Trốn việc đi uống cà phê xả stress vãi,Đời sống thường ngày,Thư giãn
Nay Trượt mất phần thưởng OBS stream cay quá :((,Giải trí & Gaming,Buồn rầu
Đang Ping board game nhảy lên 999ms nản luôn thật sự,Giải trí & Gaming,Căng thẳng
Thề luôn Bị điểm thấp bài kiểm tra Cấu trúc dữ liệu chán chả buồn nói :v,Học tập,Buồn rầu
Hôm nay Hôm nay trời đẹp đi ngủ nướng quá xá đã :v,Đời sống thường ngày,Vui vẻ
Sáng ra Cuối cùng cũng qua môn thi cuối kỳ quá,Học tập,Hào hứng
"Thề luôn Làm sai bét câu cuối môn đồ án niên luận, tiếc đứt ruột haha",Học tập,Buồn rầu
Hôm nay Nghe nhạc lofi và chơi truyện Manhwa thật bình yên,Giải trí & Gaming,Thư giãn
Buồn cười quá Ăn trúng quán nấu ăn ngon bá cháy haha,Đời sống thường ngày,Vui vẻ
Tự nhiên Bị đồng đội toxic trong Wuthering Waves bực cả mình hihi,Giải trí & Gaming,Căng thẳng
Buồn cười quá Máy chủ mạng ảo Kathara bị sập chán quá hihi,Khoa học & Công nghệ,Buồn rầu
Bị khóa acc Discord oan ức quá haha,Giải trí & Gaming,Buồn rầu
Hôm nay Cuối tuần đi ngủ nướng hít thở không khí trong lành :((,Đời sống thường ngày,Thư giãn
Đang Mới làm hỏng router mạng tốn mớ tiền mn ơi,Khoa học & Công nghệ,Buồn rầu
"Sáng ra Cuối tháng hết tiền, phải xem phim Donghua cho qua ngày chán",Đời sống thường ngày,Buồn rầu
Buồn cười quá Đạt điểm A môn thi cuối kỳ sung sướng quá :((,Học tập,Hào hứng
"Buồn cười quá Game rank Kim Cương dạo này chán quá, hết hứng chơi haha",Giải trí & Gaming,Buồn rầu
Nay Bug mã nguồn Python fix cả đêm chưa xong trầm cảm chán,Khoa học & Công nghệ,Căng thẳng
Thề luôn Mới được nhận lương đi nghe nhạc thôi mn ơi,Đời sống thường ngày,Vui vẻ
Tự nhiên Đợi dọn dẹp nhà cửa mỏi hết cả chân :((,Đời sống thường ngày,Căng thẳng
Đang Vừa fix xong bug code PHP mừng rớt nước mắt :((,Khoa học & Công nghệ,Hào hứng
Hôm nay Xung đột driver PSU 650W sửa mãi không được mn ơi,Khoa học & Công nghệ,Căng thẳng
Sáng ra Pha ly cà phê ngồi đi siêu thị ngắm phố phường mn ơi,Đời sống thường ngày,Thư giãn
Tự nhiên Gặp chuyện bực mình lúc ăn quán vỉa hè,Đời sống thường ngày,Căng thẳng
Tự nhiên Lỡ tay xóa mất CentOS không cứu được vãi,Khoa học & Công nghệ,Buồn rầu
Sáng ra Vừa lập kỷ lục mới trong board game,Giải trí & Gaming,Hào hứng
Deadline môn viết báo cáo dí sấp mặt :v,Học tập,Căng thẳng
Thề luôn Đạt điểm A môn CT179 sung sướng quá ae ạ,Học tập,Hào hứng
Hôm nay Bị điểm thấp bài kiểm tra đồ án niên luận chán chả buồn nói quá,Học tập,Buồn rầu
Dựng xong server Linux nhìn ngầu bá cháy hihi,Khoa học & Công nghệ,Hào hứng
Hôm nay Nay mới tậu code PHP dùng sướng vãi vãi,Khoa học & Công nghệ,Hào hứng
Thề luôn Đợi tập gym mỏi hết cả chân chán,Đời sống thường ngày,Căng thẳng
Sáng ra Đợi ăn mì tôm mỏi hết cả chân hihi,Đời sống thường ngày,Căng thẳng
"Đang Nhà cúp điện đen thui, không thể dọn dẹp nhà cửa được, chán thật chán",Đời sống thường ngày,Buồn rầu
Đang Gặp chuyện bực mình lúc tập gym :v,Đời sống thường ngày,Căng thẳng
Tự nhiên Xung đột driver code React sửa mãi không được vãi,Khoa học & Công nghệ,Căng thẳng
"Đang Rớt môn bảo vệ đề tài rồi, buồn quá chán",Học tập,Buồn rầu
Thề luôn Code xong chức năng CentOS thấy mình bá thật chán,Khoa học & Công nghệ,Hào hứng
Buồn cười quá Bị đồng đội toxic trong Return of the Disaster-Class Hero bực cả mình chán,Giải trí & Gaming,Căng thẳng
Thề luôn Phá đảo rank Kim Cương trong một đêm chán,Giải trí & Gaming,Hào hứng
Tự nhiên Hệ thống code React đang báo lỗi đỏ lòm :((,Khoa học & Công nghệ,Căng thẳng
Thề luôn Mới cài xong API chạy bao mượt vãi,Khoa học & Công nghệ,Hào hứng
Tự nhiên Cuối cùng cũng qua môn Cấu trúc dữ liệu :v,Học tập,Hào hứng
Nay Thầy khen bài tập Toán rời rạc làm xuất sắc hihi,Học tập,Hào hứng
Thề luôn Bị đồng đội toxic trong Return of the Disaster-Class Hero bực cả mình haha,Giải trí & Gaming,Căng thẳng
"Hôm nay Roll mãi không ra waifu trong Valorant, trầm cảm quá",Giải trí & Gaming,Buồn rầu
Tự nhiên Thầy khen bài tập Quản trị hệ thống làm xuất sắc vãi,Học tập,Hào hứng
Sáng ra Đợi chạy xe quanh Cần Thơ mỏi hết cả chân vãi,Đời sống thường ngày,Căng thẳng
Sáng ra Thuyết trình CT179 thành công rực rỡ,Học tập,Hào hứng
Nay Giải được bài bảo vệ đề tài khó nhất lớp ae ạ,Học tập,Hào hứng
Hôm nay Sáng sớm dậy uống cà phê thấy lòng bình yên haha,Đời sống thường ngày,Thư giãn
Tự nhiên Cày board game giải trí sau giờ học thật sự,Giải trí & Gaming,Thư giãn
Nay Mới cài xong card màn hình chạy bao mượt vãi,Khoa học & Công nghệ,Hào hứng
Đang Trốn việc đi chạy xe quanh Cần Thơ xả stress quá,Đời sống thường ngày,Thư giãn
Tự nhiên Trời mưa ngập đường không đi tập gym được chán quá,Đời sống thường ngày,Buồn rầu
Buồn cười quá Cuối cùng cũng qua môn Quản trị hệ thống ae ạ,Học tập,Hào hứng
Sáng ra Ăn trúng quán xem phim Donghua ngon bá cháy ae ạ,Đời sống thường ngày,Vui vẻ
Làm bài tập viết báo cáo với team mệt mỏi quá,Học tập,Căng thẳng
Buồn cười quá Mới làm hỏng máy ảo VMware tốn mớ tiền thật sự,Khoa học & Công nghệ,Buồn rầu
Thề luôn Đang code ngon thì mã nguồn Python dở chứng thật sự,Khoa học & Công nghệ,Buồn rầu
Đang Xung đột driver database Firebase sửa mãi không được,Khoa học & Công nghệ,Căng thẳng
Sáng ra Kẹt xe cứng ngắc lúc đang đi dọn dẹp nhà cửa chán,Đời sống thường ngày,Căng thẳng
Hôm nay Trời mưa nằm nhà ăn quán vỉa hè là sướng nhất,Đời sống thường ngày,Thư giãn
"Sáng ra Cuối tháng hết tiền, phải tập gym cho qua ngày haha",Đời sống thường ngày,Buồn rầu
Tự nhiên Máy chủ server Linux bị sập chán quá haha,Khoa học & Công nghệ,Buồn rầu
Đang Dựng xong PSU 650W nhìn ngầu bá cháy haha,Khoa học & Công nghệ,Hào hứng
Mở được nhân vật xịn trong Valorant bá cháy hihi,Giải trí & Gaming,Hào hứng
Buồn cười quá Đi làm về mệt mà còn phải ăn quán vỉa hè thật sự,Đời sống thường ngày,Căng thẳng
Đang Bị đồng đội toxic trong Đấu Trường Chân Lý bực cả mình haha,Giải trí & Gaming,Căng thẳng
Nay Thầy chấm Lập trình web gắt quá chán,Học tập,Buồn rầu
Đang Lỡ tay xóa mất mã nguồn Python không cứu được vãi,Khoa học & Công nghệ,Buồn rầu
Thề luôn Thầy khen bài tập Lập trình web làm xuất sắc :((,Học tập,Hào hứng
Tự nhiên Vừa fix xong bug CentOS mừng rớt nước mắt hihi,Khoa học & Công nghệ,Hào hứng
Cài đặt lab cho đồ án niên luận phức tạp ghê quá,Học tập,Căng thẳng
Thề luôn Bị đồng đội toxic trong Return of the Disaster-Class Hero bực cả mình :v,Giải trí & Gaming,Căng thẳng
Buồn cười quá Mới được nhận lương đi tập gym thôi hihi,Đời sống thường ngày,Vui vẻ
Mới làm hỏng Ubuntu dual boot tốn mớ tiền ae ạ,Khoa học & Công nghệ,Buồn rầu
Thề luôn Đi làm về mệt mà còn phải đi siêu thị vãi,Đời sống thường ngày,Căng thẳng
Tự nhiên Trượt mất phần thưởng Discord cay quá chán,Giải trí & Gaming,Buồn rầu
Nay Cày Discord giải trí sau giờ học mn ơi,Giải trí & Gaming,Thư giãn
Thề luôn Thầy khen bài tập bảo vệ đề tài làm xuất sắc chán,Học tập,Hào hứng
Thề luôn Đọc liền tù tì bộ Return of the Disaster-Class Hero cuốn quá :((,Giải trí & Gaming,Thư giãn
Sáng ra Đạt điểm A môn CT179 sung sướng quá :v,Học tập,Hào hứng
Hôm nay Thức trắng đêm ôn viết báo cáo vãi,Học tập,Căng thẳng
Thề luôn Đi làm về mệt mà còn phải chạy xe quanh Cần Thơ quá,Đời sống thường ngày,Căng thẳng
"Tự nhiên Tài khoản code React bị khóa, khóc ròng haha",Khoa học & Công nghệ,Buồn rầu
Bị khóa acc chuột FPS oan ức quá thật sự,Giải trí & Gaming,Buồn rầu
Đang code ngon thì máy ảo VMware dở chứng vãi,Khoa học & Công nghệ,Buồn rầu
Hôm nay Cài đặt lab cho CT179 phức tạp ghê hihi,Học tập,Căng thẳng
"Nay Game board game dạo này chán quá, hết hứng chơi mn ơi",Giải trí & Gaming,Buồn rầu
"Nay Game Wuthering Waves dạo này chán quá, hết hứng chơi vãi",Giải trí & Gaming,Buồn rầu
Tự nhiên Cuối tuần ngồi chơi Discord chill chill quá,Giải trí & Gaming,Thư giãn
Buồn cười quá Cày Discord giải trí sau giờ học,Giải trí & Gaming,Thư giãn
Tự nhiên Gặp team tạ trong phim hoạt hình ức chế thật haha,Giải trí & Gaming,Căng thẳng
Nay mới tậu PSU 650W dùng sướng vãi quá,Khoa học & Công nghệ,Hào hứng
Hôm nay Test thành công hệ thống database Firebase quá,Khoa học & Công nghệ,Hào hứng
Đang Trời mưa ngập đường không đi đi siêu thị được chán quá ae ạ,Đời sống thường ngày,Buồn rầu
Hôm nay Deadline môn Quản trị hệ thống dí sấp mặt ae ạ,Học tập,Căng thẳng
Thề luôn Cấu hình PSU 650W khó quá nhức hết cả đầu quá,Khoa học & Công nghệ,Căng thẳng
Tự nhiên Nghe nhạc lofi và chơi truyện Manhwa thật bình yên thật sự,Giải trí & Gaming,Thư giãn
"Roll mãi không ra waifu trong chuột FPS, trầm cảm",Giải trí & Gaming,Buồn rầu
"Sáng ra Hôm nay xui xẻo, lỡ làm chạy xe quanh Cần Thơ hỏng chán",Đời sống thường ngày,Buồn rầu
Thề luôn Thuyết trình bảo vệ đề tài thành công rực rỡ :v,Học tập,Hào hứng
Tự nhiên Thuyết trình CT179 thành công rực rỡ quá,Học tập,Hào hứng
"Đang Làm sai bét câu cuối môn bài tập nhóm, tiếc đứt ruột :((",Học tập,Buồn rầu
Sáng ra Gặp lại bạn cũ đi nghe nhạc cười thả ga vãi,Đời sống thường ngày,Vui vẻ
Hôm nay Được tặng món quà ngủ nướng vui quá chán,Đời sống thường ngày,Vui vẻ
Buồn cười quá Lỡ tay xóa mất mạng ảo Kathara không cứu được haha,Khoa học & Công nghệ,Buồn rầu
Đang Deadline môn bài tập nhóm dí sấp mặt :((,Học tập,Căng thẳng
Hôm nay Giải được bài cấu hình Router khó nhất lớp vãi,Học tập,Hào hứng
Hôm nay Vừa thắng chuỗi trận Wuthering Waves cảm giác yomost :v,Giải trí & Gaming,Hào hứng
Hôm nay Xe hư giữa đường lúc đang chạy xe quanh Cần Thơ quá,Đời sống thường ngày,Buồn rầu
Hôm nay Giải được bài cấu hình Router khó nhất lớp :v,Học tập,Hào hứng
Tự nhiên Học đồ án niên luận khó hiểu quá chắc tạch vãi,Học tập,Buồn rầu
"Buồn cười quá Chưa làm xong báo cáo Quản trị hệ thống, toang rồi hihi",Học tập,Căng thẳng
"Buồn cười quá Chưa làm xong báo cáo bảo vệ đề tài, toang rồi :v",Học tập,Căng thẳng
"Hôm nay Roll mãi không ra waifu trong board game, trầm cảm mn ơi",Giải trí & Gaming,Buồn rầu
Buồn cười quá Pha ly cà phê ngồi dạo phố ngắm phố phường,Đời sống thường ngày,Thư giãn
Đang Cuối cùng cũng qua môn Quản trị hệ thống quá,Học tập,Hào hứng
"Nay Nhà cúp điện đen thui, không thể tập gym được, chán thật :((",Đời sống thường ngày,Buồn rầu
Hôm nay Đang combat chuột FPS thì rớt mạng thật sự,Giải trí & Gaming,Căng thẳng
Hôm nay Test thành công hệ thống server Linux :v,Khoa học & Công nghệ,Hào hứng
Buồn cười quá Mới cài xong mạng ảo Kathara chạy bao mượt chán,Khoa học & Công nghệ,Hào hứng
Deadline môn thi cuối kỳ dí sấp mặt hihi,Học tập,Căng thẳng
